CRATER_ID,LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,LATITUDE_ELLIPSE_IMAGE,LONGITUDE_ELLIPSE_IMAGE,DIAM_CIRCLE_IMAGE,DIAM_ELLIPSE_MAJOR_IMAGE,DIAM_ELLIPSE_MINOR_IMAGE,DIAM_ELLIPSE_ECCEN_IMAGE,DIAM_ELLIPSE_ELLIP_IMAGE,DIAM_ELLIPSE_ANGLE_IMAGE,LATITUDE_CIRCLE_TOPOG,LONGITUDE_CIRCLE_TOPOG,LATITUDE_ELLIPSE_TOPOG,LONGITUDE_ELLIPSE_TOPOG,DIAM_CIRCLE_TOPOG,DEPTH_RIM_TOPOG,DEPTH_RIM_SD_TOPOG,DEPTH_SURFACE_TOPOG,DEPTH_SURFACE_SD_TOPOG,DEPTH_FLOOR_TOPOG,DEPTH_FLOOR_SD_TOPOG,DEPTH_RIMFLOOR_TOPOG,DEPTH_RIMHEIGHT_TOPOG,DEPTH_SURFFLOOR_TOPOG,PTS_USED_RIM_IMAGE,PTS_USED_RIM_TOPOG,PTS_USED_SURFACE,PTS_USED_FLOOR,PTS_USED_LAYER_1,PTS_USED_LAYER_2,PTS_USED_LAYER_3,PTS_USED_LAYER_4,PTS_USED_LAYER_5,NUMBER_LAYERS,MORPHOLOGY_CRATER_1,MORPHOLOGY_CRATER_2,MORPHOLOGY_CRATER_3,MORPHOLOGY_EJECTA_1,MORPHOLOGY_EJECTA_2,MORPHOLOGY_EJECTA_3,MORPHOLOGY_EJECTA_COMMENTS,DEGRADATION_STATE,CONFIDENCE_IMPACT_CRATER,LAYER_1_PERIMETER,LAYER_1_AREA,LAYER_1_LOBATENESS,LAYER_1_EJECTARAD_EQUIV,LAYER_1_EJECTARAD_REL,LAYER_1_VOLUME,LAYER_2_PERIMETER,LAYER_2_AREA,LAYER_2_LOBATENESS,LAYER_2_EJECTARAD_EQUIV,LAYER_2_EJECTARAD_REL,LAYER_2_VOLUME,LAYER_3_PERIMETER,LAYER_3_AREA,LAYER_3_LOBATENESS,LAYER_3_EJECTARAD_EQUIV,LAYER_3_EJECTARAD_REL,LAYER_3_VOLUME,LAYER_4_PERIMETER,LAYER_4_AREA,LAYER_4_LOBATENESS,LAYER_4_EJECTARAD_EQUIV,LAYER_4_EJECTARAD_REL,LAYER_4_VOLUME,LAYER_5_PERIMETER,LAYER_5_AREA,LAYER_5_LOBATENESS,LAYER_5_EJECTARAD_EQUIV,LAYER_5_EJECTARAD_REL,LAYER_5_VOLUME,CRATER_NAME
01-000058,65.9900,-42.2440,65.9220,-42.2690,23.8500,24.9500,20.7900,0.5500,1.2000,-89.0000,65.9510,-42.1920,65.9450,-42.2000,21.7000,-5.1100,0.0100,-5.1100,0.0200,-5.1600,0.0000,0.0500,0.0000,0.0500,168.0000,26.0000,129.0000,60.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxUnc,,"Floor Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000059,71.2150,50.6060,71.2090,50.6060,23.5900,23.9400,23.2600,0.2400,1.0300,46.0000,71.1910,50.5720,71.1860,50.5750,25.0600,-4.4100,0.0200,-4.4000,0.0200,-4.4900,0.0000,0.0800,-0.0100,0.0800,137.0000,160.0000,196.0000,88.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxUnc,,"Floor Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000060,67.2540,-110.6050,67.2550,-110.6050,23.5000,23.6600,23.3400,0.1600,1.0100,113.0000,67.2600,-110.6230,67.2670,-110.6200,23.4200,-3.4000,0.0900,-3.7400,0.0500,-4.6000,0.0100,1.2000,0.3400,0.8600,276.0000,98.0000,128.0000,22.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,CpxFF,,"Floor Deposits / Landslide Deposits",DLEPS/DLERS,HuSL/HuSp,,,3.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000066,74.6270,-13.1040,74.6270,-13.1040,22.3700,22.9100,21.8500,0.3000,1.0500,49.0000,74.6410,-13.1350,74.6440,-13.1300,22.7900,-4.8200,0.0700,-5.0100,0.0400,-5.5300,0.0300,0.7100,0.1800,0.5300,264.0000,87.0000,111.0000,46.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,CpxUnc,,Dunes,SLERC,HuSL,,,3.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000067,84.9690,-122.2420,85.0550,-122.2440,22.2000,23.6000,21.4600,0.4200,1.1000,-5.0000,85.0510,-121.9120,85.1160,-121.8830,20.6700,-3.4500,0.2700,-3.5100,0.4200,-4.5000,0.0200,1.0500,0.0600,0.9900,574.0000,103.0000,174.0000,81.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxUnc,,"Floor Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000068,76.8870,-54.9690,76.8890,-54.9690,22.1100,22.9200,21.3400,0.3600,1.0700,-13.0000,76.8960,-55.0420,76.8960,-55.0700,22.6100,-4.6200,0.1100,-5.0900,0.1300,-5.5400,0.0400,0.9200,0.4700,0.4500,258.0000,74.0000,149.0000,18.0000,1512.0000,0.0000,0.0000,0.0000,0.0000,1.0000,,,,SLEPd,HuBL,,,3.0000,4.0000,377.5600,2641.2200,1.9400,19.9800,1.8100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Escorial
01-000069,67.4540,-45.8870,67.4450,-45.8910,21.9200,22.4700,21.4400,0.3000,1.0500,137.0000,67.4550,-45.9500,67.4450,-45.9630,21.0300,-5.1100,0.0200,-5.1100,0.0200,-5.1900,0.0000,0.0700,-0.0100,0.0800,132.0000,105.0000,167.0000,57.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxFF,,"Floor Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000070,65.4980,-76.3050,65.4960,-76.3050,21.7100,21.7900,21.6400,0.1200,1.0100,20.0000,65.5020,-76.3120,65.5000,-76.3100,21.8200,-3.9900,0.0600,-4.2900,0.0600,-5.3300,0.0300,1.3500,0.3000,1.0500,265.0000,80.0000,142.0000,41.0000,848.0000,1475.0000,0.0000,0.0000,0.0000,2.0000,CpxFF,,Dunes,DLERC/DLEPS,HuSL/HuBL,,,4.0000,4.0000,277.8800,2333.6400,1.5100,18.4800,1.7000,0.0000,536.7200,5097.7900,2.0500,30.8600,2.8400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000071,72.5220,38.9620,72.5730,38.9620,21.6300,21.7800,21.3900,0.1900,1.0200,93.0000,72.5620,38.8550,72.6030,38.8710,20.4300,-4.4500,0.0200,-4.4600,0.0200,-4.5300,0.0000,0.0800,0.0100,0.0700,104.0000,94.0000,179.0000,88.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxFF,,"Floor Deposits / Ejecta Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000073,78.3220,-64.7970,78.3220,-64.7960,21.1200,22.0000,20.3600,0.3800,1.0800,68.0000,78.3240,-64.8900,78.3220,-64.9410,22.1500,-5.1600,0.0100,-5.1500,0.0200,-5.2400,0.0100,0.0800,-0.0100,0.0800,126.0000,119.0000,115.0000,52.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxUnc,,"Floor Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000075,69.8810,-74.9750,69.8810,-74.9740,21.0200,21.1700,20.8700,0.1700,1.0100,128.0000,69.8820,-74.9820,69.8840,-74.9860,21.2800,-4.5800,0.0600,-4.7800,0.0300,-5.7000,0.0300,1.1200,0.2000,0.9200,252.0000,83.0000,147.0000,44.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,CpxCPk,,,DLERS,HuSL/HuBL,,,4.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000077,85.0080,-122.0640,85.0360,-122.0610,20.8100,21.2600,19.2400,0.4300,1.1100,70.0000,85.0480,-122.0230,85.1140,-121.9990,20.7100,-3.4900,0.3000,-3.6500,0.4000,-4.5000,0.0100,1.0100,0.1500,0.8500,88.0000,112.0000,218.0000,93.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxUnc,,"Floor Deposits / Dunes",,,,,1.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000078,69.3810,41.5130,69.3780,41.5130,20.7800,21.5900,20.0000,0.3800,1.0800,9.0000,69.3830,41.4890,69.3830,41.4820,21.3000,-4.1500,0.0800,-4.4000,0.0300,-4.9000,0.0100,0.7500,0.2600,0.5000,252.0000,93.0000,173.0000,54.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,CpxFF,,"Floor Deposits",SLERS,HuSL,,,3.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000080,71.5290,29.9840,71.5250,29.9910,20.5100,21.6900,18.1300,0.5500,1.2000,50.0000,71.5000,29.8570,71.4960,29.8640,23.2900,-4.5000,0.0100,-4.5000,0.0200,-4.5700,0.0000,0.0700,0.0000,0.0700,92.0000,162.0000,176.0000,51.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxFF,,"Floor Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000082,66.8210,-137.5620,66.7500,-137.5670,20.2000,21.3900,19.6700,0.3900,1.0900,43.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,178.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000083,70.2370,-71.1060,70.2520,-71.1220,20.1900,22.0400,18.1100,0.5700,1.2200,102.0000,70.2570,-71.1510,70.2550,-71.1530,22.2300,-4.8800,0.0200,-4.8800,0.0300,-4.9400,0.0100,0.0600,0.0000,0.0600,113.0000,160.0000,213.0000,77.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxUnc,,"Floor Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000085,78.5950,-28.2760,78.5930,-28.2750,20.0200,20.2200,19.8300,0.1900,1.0200,80.0000,78.5910,-28.2970,78.5900,-28.3060,20.5600,-4.7900,0.0700,-5.0300,0.0500,-5.5800,0.0600,0.7800,0.2400,0.5500,233.0000,84.0000,133.0000,35.0000,1646.0000,0.0000,0.0000,0.0000,0.0000,1.0000,,,Dunes,SLERS,SmAm,,,3.0000,4.0000,318.0300,1237.7000,2.2800,12.2200,1.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Inuvik
01-000086,71.9200,-15.1790,71.9190,-15.1790,19.8900,20.1000,19.6900,0.2000,1.0200,10.0000,71.9170,-15.2070,71.9180,-15.2140,20.4700,-4.7900,0.0800,-5.0200,0.0200,-6.0500,0.0700,1.2600,0.2300,1.0200,245.0000,85.0000,143.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,CpxCPk,Gullies,Dunes,Rd/MLEPS,HuSL,,,4.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000093,65.6360,-21.2420,65.6350,-21.2420,19.0700,19.2700,18.8800,0.2000,1.0200,-43.0000,65.6390,-21.2510,65.6400,-21.2490,19.1900,-5.0100,0.0600,-5.1500,0.0100,-5.7900,0.0400,0.7900,0.1500,0.6400,240.0000,85.0000,162.0000,35.0000,180.0000,0.0000,0.0000,0.0000,0.0000,1.0000,CpxFF,,Dunes,SLERC,HuSL,,,3.0000,4.0000,184.3400,1545.6400,1.2200,14.6100,1.5300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000094,73.6230,25.1420,73.6240,25.1420,18.7500,19.8200,17.7500,0.4400,1.1200,-13.0000,73.5940,25.2900,73.5940,25.3410,19.4900,-4.5600,0.0100,-4.5800,0.0100,-4.6200,0.0000,0.0600,0.0200,0.0500,113.0000,107.0000,191.0000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxFF,,"Floor Deposits",Rd,,,"There may be a cohesive lobe within the Rd ejecta.",1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000097,70.8360,39.8260,70.9340,39.8310,18.2800,19.3700,16.3600,0.5400,1.1800,66.0000,70.9060,39.7300,70.9130,39.6920,12.6700,-4.4400,0.0100,-4.4700,0.0100,-4.4700,0.0000,0.0300,0.0300,0.0000,66.0000,11.0000,187.0000,29.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxUnc,,"Floor Deposits / Ejecta Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000099,71.2050,-50.9580,71.2050,-50.9580,18.1200,18.1700,18.0900,0.0900,1.0000,13.0000,71.2040,-50.9900,71.2050,-50.9910,18.4900,-5.0000,0.0500,-5.1000,0.0200,-5.3700,0.0300,0.3700,0.0900,0.2700,216.0000,79.0000,106.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,CpxUnc,,Dunes,SLEPS,HuSL,,,2.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000100,65.6690,-30.5590,65.6650,-30.5580,18.0500,18.0800,18.0400,0.0700,1.0000,99.0000,65.6700,-30.5990,65.6680,-30.6100,18.7900,-5.0300,0.0400,-5.1300,0.0200,-5.4500,0.0100,0.4200,0.1000,0.3200,216.0000,81.0000,156.0000,45.0000,489.0000,0.0000,0.0000,0.0000,0.0000,1.0000,CpxFF,,Dunes,SLERS,SmSL,,,2.0000,4.0000,181.5100,1096.0800,1.3900,11.7200,1.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000101,67.3570,-103.8550,67.3380,-103.8360,17.8000,19.9900,13.0200,0.7600,1.5400,-18.0000,67.3780,-103.7990,67.3990,-103.8110,14.8800,-3.7100,0.0200,-3.7200,0.0200,-3.7800,0.0000,0.0700,0.0200,0.0500,97.0000,75.0000,134.0000,69.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000106,77.6390,13.7730,77.6080,13.7740,17.6400,18.7400,16.1500,0.5100,1.1600,77.0000,77.6250,14.1060,0.0000,0.0000,18.3600,-4.7200,0.0100,-4.7300,0.0100,-4.7500,0.0000,0.0300,0.0000,0.0200,88.0000,18.0000,231.0000,97.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxUnc,,"Floor Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000107,81.2600,-105.2050,81.2550,-105.2050,17.5900,18.2900,16.9200,0.3800,1.0800,48.0000,81.2730,-105.2060,81.2740,-105.2050,18.0100,-4.3000,0.0500,-4.3600,0.1700,-4.9100,0.0100,0.6100,0.0600,0.5500,105.0000,171.0000,247.0000,44.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxFF,,"Floor Deposits / Slump Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Boola
01-000109,73.0090,27.2850,73.0070,27.2850,17.4900,17.7000,17.2900,0.2100,1.0200,106.0000,73.0080,27.2430,73.0100,27.2380,18.2100,-4.3500,0.0600,-4.5400,0.0200,-4.9100,0.0100,0.5600,0.2000,0.3700,211.0000,91.0000,152.0000,62.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,CpxFF,,"Floor Deposits",SLERS,HuBL,,"There are hints of a second lobe beyond the one I identified.",3.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000110,73.6010,2.3790,73.6000,2.3790,17.4100,17.5400,17.2900,0.1700,1.0100,-37.0000,73.5940,2.3550,73.5970,2.3560,17.8900,-4.6300,0.0600,-4.7900,0.0300,-5.5800,0.0200,0.9500,0.1700,0.7800,206.0000,91.0000,196.0000,55.0000,394.0000,0.0000,0.0000,0.0000,0.0000,1.0000,CpxFF,,Dunes,SLERS,HuSL,,,3.0000,4.0000,215.8800,1663.6000,1.4000,15.9000,1.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000112,74.2450,-40.8070,74.2460,-40.8080,17.4000,18.0600,16.7700,0.3700,1.0800,122.0000,74.2540,-40.8030,74.2570,-40.7900,17.1900,-4.9500,0.0500,-5.1500,0.0200,-5.4000,0.0500,0.4400,0.2000,0.2500,198.0000,80.0000,78.0000,40.0000,1158.0000,0.0000,0.0000,0.0000,0.0000,1.0000,CpxUnc,,Dunes,SLERS,HuBL,,,3.0000,4.0000,303.3800,1307.3800,2.1800,13.4800,1.5500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000113,73.8300,-110.6250,73.7770,-110.6270,17.1000,17.8700,15.7500,0.4700,1.1300,-31.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,72.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxUnc,,"Floor Deposits",,,,,2.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000117,79.2510,-9.1010,79.2290,-9.0910,16.8900,16.9100,13.8100,0.5800,1.2200,-8.0000,79.2050,-8.8870,79.1480,-8.9400,15.1200,-4.7300,0.0900,-4.6800,0.2900,-5.1500,0.0300,0.4200,-0.0400,0.4600,58.0000,70.0000,171.0000,47.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxUnc,,"Floor Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000118,77.4920,-137.7220,77.5800,-137.7160,16.6000,18.7200,16.2400,0.5000,1.1500,34.0000,77.5500,-137.7130,77.5870,-137.6390,15.2300,-4.6300,0.0600,-4.7100,0.0800,-4.8900,0.0100,0.2600,0.0800,0.1800,60.0000,94.0000,196.0000,64.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxUnc,,"Floor Deposits",,,,,1.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000119,76.9880,-142.8990,76.9880,-142.8990,16.5000,17.0300,16.0100,0.3400,1.0600,-24.0000,76.9790,-142.8370,76.9580,-142.8340,16.8500,-4.4800,0.0700,-4.6600,0.2100,-5.0000,0.0100,0.5200,0.1800,0.3400,97.0000,127.0000,106.0000,51.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxUnc,,"Floor Deposits",,,,,2.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000120,77.0810,-20.9240,77.0790,-20.9100,16.4400,16.8500,15.2500,0.4300,1.1000,-18.0000,77.0560,-20.9390,77.0510,-20.8860,16.7900,-5.0800,0.0100,-5.1000,0.0300,-5.1300,0.0000,0.0500,0.0100,0.0300,72.0000,98.0000,199.0000,60.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxUnc,,"Floor Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
